Word,Frequency
BABY'S,2
which,2
it'll,2
"pretty,",2
files,2
SCREEN:,2
mind?,2
chasing,2
shot,2
realize,2
LOT,2
WING,2
drawers.,2
shining,2
anyway.,2
CHAIR,2
throat...,2
much.,2
files.,2
physical,2
smiles,2
herself.,2
relatively,2
unbuckling,2
books.,2
CHAIN,2
strung,2
bedroom,2
ROARS,2
landing,2
"other,",2
rooms,2
boys,2
"Harrisburg,",2
FACES,2
Passengers,2
"smiling,",2
abandoned,2
"wife,",2
okay?,2
tend,2
We've,2
"not,",2
information.,2
figured,2
fine.,2
say.,2
kid's,2
forest...,2
do...,2
department,2
"tables,",2
smiling,2
buried,2
Where?,2
"runaway,",2
other.,2
Nice,2
edge,2
"sometimes,",2
detective,2
How's,2
hell,2
best,2
in...,2
"Listen,",2
down...,2
Excuse,2
Fuck.,2
night...,2
"director,",2
hoists,2
upright,2
"card,",2
done,2
thinking,2
themselves,2
legal.,2
BOX.,2
LOCK,2
projector.,2
DINING,2
skinny,2
contacted,2
grainy,2
then...,2
"FRAMES,",2
FLASH,2
doorway.,2
right.,2
furniture.,2
services,2
yourself?,2
party,2
likely,2
record,2
(smiles),2
fake,2
"negligee,",2
"worn,",2
gone.,2
"watches,",2
be.,2
entire,2
holes,2
eye,2
while.,2
short,2
late,2
feet...,2
circles,2
PLASTIC,2
"huh,",2
right...,2
casts,2
SPOTLIGHT,2
pleasure.,2
CAMERA'S,2
gone,2
films,2
"curses,",2
PILE,2
STAIRCASE,2
ago,2
house's,2
SHEETS,2
loved,2
passing,2
dilemma.,2
DESK.,2
block,2
cannot,2
PHOTOGRAPHS,2
"large,",2
lacy,2
inner,2
"asleep,",2
various,2
huge.,2
safe.,2
carefully.,2
here...,2
listen,2
staircase,2
tea,2
adjusting,2
service,2
knife...,2
"mirror,",2
afraid,2
none,2
film...,2
containing,2
things.,2
felt,2
shelf,2
bet,2
provide,2
body,2
"oiled,",2
silent,2
pats,2
CHUTE,2
"BOOK,",2
courage,2
death,2
RINGING.,2
PHONE),2
Hello.,2
ROOM...,2
them...,2
kept,2
"name,",2
"OFFICE,",2
You...,2
shared.,2
sorrow,2
MACHINE.,2
PAN,2
"for,",2
ONLY,2
investigations...,2
"closet,",2
sleeping,2
laundry,2
grabbing,2
Beside,2
before.,2
persons,2
SCISSORS.,2
won't.,2
rests,2
forget,2
Gate,2
Sure.,2
32B.,2
guy.,2
FIRES,2
cups,2
receiver.,2
"waiting,",2
lies,2
SHELVES,2
thanks,2
Far,2
"CHRISTIAN,",2
knocking,2
"tall,",2
"mask,",2
wary.,2
"sweating,",2
straight,2
girl...,2
wrestling,2
rubbing,2
sprocket,2
"body-builder,",2
PROJECTOR'S,2
thumbs,2
"eleven,",2
"fingers,",2
hers.,2
pleasure,2
understand...,2
backed,2
fist,2
reflected,2
abdominal,2
"FILM,",2
space,2
SEE,2
You'd,2
WE,2
charges,2
"tight,",2
Bowie,2
hall.,2
threaded,2
early,2
catalog,2
flight.,2
turning,2
cart.,2
BOY,2
RENTAL,2
UP.,2
eyes...,2
DARK,2
dig,2
COACH,2
familiar,2
Bear,2
DRONE,2
travels,2
TATTOO.,2
quarters,2
"yeah,",2
"projector,",2
Okay...,2
nearby,2
"close,",2
aching,2
"records,",2
snoring,2
Nope.,2
FORD,2
cart,2
that'd,2
was.,2
peeling,2
notices,2
"will,",2
sipping,2
captured,2
trained,2
"wallet,",2
third,2
sides.,2
guys,2
"CLICK,",2
"package,",2
Grainy,2
caught,2
watching...,2
"camera,",2
soda,2
Carolina,2
pass.,2
Man.,2
LENS:,2
"anymore,",2
leaving.,2
one...,2
explain,2
"AIRPLANE,",2
CHILDREN,2
arch,2
HOMES,2
ribbon,2
lead,2
CLATTERING,2
hair...,2
"lightly,",2
Tom,2
Here's,2
hurrying,2
couch.,2
slowing,2
walked,2
overgrown,2
wrench,2
hurting.,2
alone,2
arrives,2
RESTAURANT,2
"talking,",2
aisle.,2
archive's,2
endless,2
now...,2
cigarette,2
"LODGE,",2
later,2
Local,2
"tray,",2
tray,2
FRAME.,2
blonde,2
mirror,2
TERMINAL,2
drop,2
"tired,",2
hair,2
fingerprints,2
copy,2
CALL,2
know...,2
company,2
"backwards,",2
moved,2
OLDER,2
MASK.,2
searching.,2
brain-,1
turns...,1
out!,1
"pillars,",1
"BIRDCAGE,",1
somebody,1
SPEAKERS),1
knife.,1
"grappling,",1
stabbing...,1
cunt.,1
shoving,1
"interested,",1
"CROSS,",1
NAZI,1
SPEAKERS,1
kill...,1
thug.,1
SLAMMED,1
FLAGS.,1
sum,1
raised,1
"rage,",1
screaming,1
HEARD...,1
COMFORTER,1
BAGS,1
hall...,1
Thug,1
groceries,1
roadway,1
"huge,",1
about?!,1
RADIO.,1
windowless,1
loop!,1
walls,1
thousands,1
loop.,1
conceivable,1
called...,1
motherfucker,1
"source,",1
garish,1
"cut,",1
CLASSICAL,1
form,1
PLAYS.,1
"crosses,",1
RADIO,1
OFF.,1
MAIDEN.,1
"HIGHWAY,",1
RACK,1
Blow,1
SURVEILLANCE,1
CAMERAS,1
nearby.,1
"boss,",1
bothering,1
disgruntled,1
thug,1
impossible.,1
"fuck,",1
paranoid,1
SLIPPERS,1
Bullshit.,1
studio,1
Think,1
sky-blue,1
follow...,1
GRANDMA'S,1
GROCERIES,1
TORTURE,1
"CHAMBER,",1
complete,1
peering.,1
"CANDELABRAS,",1
"""Lang",1
pinned.,1
PLAY.,1
choking,1
Its,1
"millisecond,",1
recoils,1
"mailbox,",1
away!,1
BLASTS,1
"awake,",1
AISLE,1
"""Machine,""",1
"LIST,",1
fear.,1
OVERNIGHT,1
"unnerved,",1
brain-dead,1
CEREAL,1
steroids,1
using.,1
brutal,1
"CRY,",1
Eddie?,1
cheek...,1
living.,1
"shaking,",1
CANS,1
"reddens,",1
fragments...,1
"he,",1
licks,1
GUN...,1
DROPS,1
tongue...,1
chute...,1
licking.,1
blindfold...,1
"realizing,",1
horrified...,1
effort,1
PAUSE.,1
FREEZES.,1
fittings.,1
renewed,1
hand:,1
"TATTOO,",1
forefinger,1
"thumb,",1
scrawny,1
PENTAGRAM,1
Velvet's,1
"violent,",1
players...,1
loose...,1
PACKAGE,1
GOES,1
dolefully.,1
crack,1
STUDIO,1
call...,1
quarters.,1
warily,1
converted,1
closer...,1
"grunts,",1
Square,1
pillars,1
HOLES,1
Shafts,1
MANILA,1
BLOWING,1
folds,1
twice...,1
pinstripe,1
PROPS;,1
faux-stone,1
absolutely,1
once...,1
"OFF,",1
ANGEL,1
"GARGOYLES,",1
intercom),1
rib,1
"struggles,",1
CRACKLES...,1
ENVELOPE,1
inside;,1
FIFTY,1
THOUSAND,1
DOLLARS,1
realization,1
"lower,",1
blade...,1
gain,1
"crouching,",1
"reacts,",1
holster,1
"UP,",1
(V.O),1
tip,1
CHECK-OUT,1
overpowered.,1
spreader.,1
1204.,1
fold,1
Junior,1
"elevator,",1
BUTTON.,1
seconds,1
HEADPHONES,1
TIRES.,1
"shattered,",1
Shopping,1
PLATES.,1
BLARE.,1
CARS,1
COLLECTORS,1
collided,1
head-on.,1
CROWD,1
gathers.,1
"soda,",1
windshield's,1
HUMMEL,1
spattered.,1
"cursing,",1
displaying,1
"headphones,",1
WALLPAPER,1
PRINT,1
crack.,1
paperwork.,1
gaudy,1
"shows,",1
shuffling,1
grandma's,1
PAY,1
filtered,1
Network.,1
(stands),1
"dials,",1
ROOM/LIVING,1
TURNING...,1
landscapes...,1
mountain,1
fingernails,1
lips.,1
interested...,1
thousand.,1
asleep.,1
OPENING,1
"well,",1
thinking-cap,1
deposit?,1
sunset,1
nod),1
CLOSING,1
waterfalls,1
"walls,",1
PAINTINGS,1
entering,1
problem?,1
shy.,1
"momentarily,",1
FOOTSTEPS,1
CLOSER.,1
picture?,1
tidy.,1
say?,1
performer...,1
"everything,",1
POOL,1
brushing,1
product,1
"curtains,",1
upscale,1
eyeball,1
WINDOW,1
pool.,1
ABOVE,1
dive,1
halfway,1
ELDERLY,1
conspicuous.,1
neat,1
bathing,1
climb,1
"pace,",1
pool,1
rest,1
"Ahead,",1
"board,",1
tighter.,1
"hat,",1
figure,1
myself.,1
"low,",1
"COURTYARD,",1
late.,1
Brooklyn.,1
JUNK.,1
sound...,1
NAKED,1
BE,1
treading,1
CANNOT,1
dances,1
poles.,1
LINES,1
CLOTHES,1
Metal,1
plays,1
"lap,",1
waist.,1
WASHING,1
Till,1
teeth,1
small.,1
366,1
Hoyt,1
"Avenue,",1
"o'clock,",1
writing.,1
"jeans,",1
Where's,1
"worried,",1
monster,1
area...,1
"emotion,",1
commission,1
DIALS,1
"CASSETTES,",1
MOVIE,1
HALT.,1
needle,1
"CAMERAS,",1
16mm,1
breathes,1
FILM.,1
high-,1
stacked,1
headphones,1
"turntable,",1
investor.,1
LP,1
pitched,1
admirer,1
PLAYER,1
yours.,1
Flattering.,1
RECORD,1
POSTER,1
chum?,1
DANZIG,1
drink.,1
BOOKS.,1
today?,1
SCRATCHING...,1
NUMBER.,1
sudden,1
Poole...,1
collage.,1
LADDER,1
TELEVISIONS.,1
bird-like,1
hairpiece.,1
Pulls,1
contorts,1
reaching...,1
Make,1
loud,1
closet...,1
comfortable.,1
eases,1
IMAGES;,1
"pictures,",1
"leaders,",1
autopsy,1
WAIL,1
brakes,1
armies,1
"insects,",1
pipe,1
honor,1
RING,1
COMIC,1
BOARDGAMES,1
consider,1
"grins,",1
"pick,",1
SOFA,1
it'd,1
"""Choke,""",1
"""Devil.""",1
"""Devil""",1
frightened,1
excited,1
CARPET.,1
shag,1
pressed,1
favorite.,1
teeth.,1
Hmm.,1
specific.,1
Yellow,1
delivery.,1
"black,",1
breasts.,1
you..,1
trusting,1
artistic,1
"interpretation,",1
Six,1
stipulations.,1
are?,1
considers.,1
CINDY'S,1
faux-wooden,1
piece?,1
"child's,",1
frozen.,1
transferring,1
video.,1
SCRATCHING,1
appreciates,1
constant,1
integrity,1
warily.,1
anymore...,1
WHINE,1
MACHINE'S,1
why...,1
wracked,1
MEDICINE.,1
"grain,",1
TOWELS,1
fucked.,1
gritty,1
SOBBING.,1
get.,1
linen,1
glad,1
favorite,1
creeps,1
"STOP,",1
impossibly,1
chute.,1
Criss-Cross,1
chopped,1
"555-9906.""",1
"""(212)",1
LABELS:,1
pile...,1
"""Dino",1
referring,1
Velvet/D.V.,1
Keller,1
forces,1
"York,",1
"Directory.""",1
"10049""",1
"apart,",1
NYC,1
bustles,1
mess...,1
herself,1
past.,1
"""Haines",1
table:,1
Velvet?,1
aside...,1
"desperately,",1
"LAUNDRY,",1
"stumbling,",1
reference,1
TWICE...,1
INTERCUT,1
newspapers.,1
Rats,1
scatter,1
arrival.,1
sheets.,1
tearing,1
sheets...,1
BAGS.,1
Flies,1
"laundry,",1
swarm.,1
bag's,1
containers,1
"CHEST,",1
HITTING,1
FLORESCENT,1
"LIGHTBULBS,",1
handful,1
"wounded,",1
HIT,1
"PACKAGES,",1
backwards...,1
CHEMICALS.,1
pages...,1
MAGAZINES;,1
"Time,",1
"Newsweek,",1
Films?,1
purchases.,1
"REWIND,",1
"potatoes,",1
frying,1
"mostly,",1
"DRAWER,",1
upward,1
BASHES,1
clasp's,1
He'll,1
also,1
"commissions,",1
yet...,1
"illegal,",1
FRYING,1
borderline.,1
learning.,1
looking...,1
transvestite,1
rubber,1
refuses,1
immersion,1
a...,1
fork...,1
reaching,1
movies;,1
"photographs,",1
newsreel,1
"Bank,""",1
pan...,1
squeamish.,1
Velvet...,1
sink.,1
John,1
Luc,1
Godard,1
tome,1
"flicks,",1
weirdo.,1
ceiling...,1
continue,1
left.,1
strength,1
"crowded,",1
weirdo,1
"pan,",1
Definitely,1
Who'd,1
York.,1
Busy,1
Bondage,1
oven!,1
CRASHING,1
fetish,1
"backpedaling,",1
REFERENCE,1
forgiveness,1
Gothic,1
Hardcore.,1
potatoes.,1
overflowing.,1
Thousands,1
"buildings,",1
Amy?,1
duffel,1
Hello?!,1
bags.,1
burnished,1
1204...,1
mess.,1
follow.,1
soccer,1
button.,1
kicking,1
"""1204""",1
KIDS,1
steel.,1
BUZZER,1
Bad,1
dreams.,1
sounds,1
bolt,1
high-chair,1
hurries,1
SING.,1
blow.,1
decrepit,1
ELEVATOR.,1
"""2.""",1
"skirts,",1
formfitting,1
"DUMPSTER,",1
shoes.,1
Interior,1
"Design,",1
"appt.""",1
MUTTERING,1
BLACK,1
WIDOW,1
"shifting,",1
SPIDER.,1
"restless,",1
sad.,1
"Imports,""",1
"sleep,",1
"""Greystone",1
Dusk.,1
answer.,1
Tom?!,1
Less,1
safety,1
activity,1
spiked,1
child,1
"heels,",1
dressed,1
slows...,1
button's,1
buzzers.,1
"""3,""",1
BIRDS,1
creak,1
instead,1
"SINK,",1
dull,1
clogged,1
cord,1
Streets,1
rumble,1
"vegetables,",1
SILENCED,1
PEDESTRIANS,1
"sob,",1
bullets.,1
FIRST,1
"SEQUENCE,",1
damage,1
"came,",1
chamber.,1
rear...,1
trigger,1
LISTED,1
SERVICE,1
NUMBERS,1
ELEVATOR...,1
TELEPHONE,1
sunless,1
alleyway,1
TRASH,1
tight...,1
cord.,1
closing.,1
TRUCKS,1
heavily,1
dull.,1
noticing,1
"basement,",1
horns,1
"bends,",1
bruises,1
basement.,1
fishnet,1
"stockings,",1
trembling.,1
poorly,1
make-up.,1
"hard,",1
"cord,",1
"struggling,",1
unloading.,1
"sound,",1
gurgling,1
DOUBLE,1
cord's,1
might...,1
loading,1
black.,1
"tighter,",1
moment.,1
"SCREAMS,",1
"footage,",1
212,1
candelabras.,1
glimpsed,1
worms,1
writhing,1
slime...,1
begin,1
9906...,1
crawling,1
dives,1
555,1
gargoyles...,1
legs.,1
coming.,1
"blindfolded,",1
guillotine,1
...1,1
falling.,1
readout:,1
DECODER'S,1
appears,1
chase...,1
struggling.,1
breaking,1
"KICKS,",1
LEATHER,1
corresponding,1
dungeon,1
scrambling...,1
green,1
meaty,1
ejects,1
CASSETTE,1
instruction,1
CONVERSATION,1
tired.,1
"avoiding,",1
"TAPE,",1
sheet.,1
jerks,1
GOTHIC,1
ROCK,1
scratchy,1
Klansmen,1
gagged,1
GRABBING,1
cross...,1
Dracula,1
REPLAYING,1
lands,1
"continues,",1
Devil,1
costume,1
dancing...,1
leaps...,1
sheet,1
"runs,",1
HARD...,1
zipper,1
LANDING,1
pimples.,1
reveals,1
gasping.,1
loosening,1
muscled,1
shirt...,1
Hits,1
"ROAR,",1
Huge,1
fucked...,1
recorder),1
stomach!,1
dotted,1
HARD,1
BOOKSHELF...,1
into?,1
KNEE,1
effect...,1
behemoth,1
sure.,1
bulging,1
"flexes,",1
"hole,",1
ripped.,1
PLAY...,1
mask's,1
grip...,1
"shirtless,",1
FAST,1
FORWARD...,1
these.,1
toppling,1
focuses,1
EACH,1
"railing,",1
Max...,1
"awakens,",1
wooden,1
groggy.,1
Wha...,1
tone,1
TV),1
SMASHING,1
touch,1
mask?,1
TUMBLE,1
behind...,1
"see,",1
DIALING,1
lunatics,1
"PLAY,",1
uses.,1
TACKLED,1
after...,1
charging,1
headlong,1
"beer,",1
extending,1
subliminal,1
ailment.,1
(coughing),1
Having,1
luck?,1
59th,1
luck's,1
word.,1
ordered,1
"flu,",1
"traffic,",1
"grip,",1
wretched,1
"HOLD,",1
serious.,1
forearm...,1
CHOKE,1
neck,1
progress.,1
pieces,1
weakly,1
update.,1
Fine...,1
COUGHING.,1
"conscious,",1
"cash,",1
59TH,1
"thirty,",1
airway,1
weakly),1
digits.,1
eye?,1
images.,1
Thinks,1
art.,1
"""Chase",1
York,1
thigh!,1
flying,1
STABS,1
hand?,1
"stiff,",1
plus,1
expenses.,1
Consider,1
impossible,1
"Meanwhile,",1
"FORK,",1
desperately...,1
receipts.,1
ya.,1
red...,1
frantically,1
feeding,1
"mower,",1
"Bridge,",1
pale,1
sickly.,1
approve.,1
refrigerator,1
"paper,",1
TACKLING,1
COLLAGES:,1
"skull,",1
bruised.,1
"mannequins,",1
"eating,",1
"scorpion,",1
two.,1
himself),1
cut-outs,1
rein,1
top.,1
eyeballs.,1
WATER,1
skyscrapers.,1
BURSTS,1
FLIPS,1
"HEATER,",1
flicker,1
PUSHING,1
NOTHING.,1
HEAR,1
"(quiet,",1
rhythmic,1
MUFFLED,1
MOANS,1
pain.,1
beating...,1
jumbled,1
terribly,1
swollen,1
EVERYTHING,1
HELL'S,1
peerless,1
flea-bag,1
York's,1
motel.,1
KNOCKING,1
yard.,1
"SUITCASE,",1
dubious,1
accommodations.,1
MAX'S,1
disgusting.,1
luxurious.,1
Presidential,1
"healing,",1
brilliant,1
sink,1
Suite.,1
Great.,1
"WINDOW,",1
knick-knacks,1
bag?,1
LIFTING,1
though,1
rise.,1
engine.,1
doing?,1
guts.,1
mattress,1
"foot,",1
tips,1
watch?,1
furious...,1
Eddie),1
wielding,1
palely,1
lightened,1
reflects,1
frame,1
sorely,1
MIRROR,1
"tempted,",1
cracked,1
bathroom's,1
foot...,1
recognizable,1
Bullets,1
falls.,1
sole,1
vaguely,1
"died,",1
bullet...,1
gasping,1
inadequate,1
room's,1
scissors,1
hinge.,1
bedframe,1
wide.,1
"inward,",1
enjoy,1
Buried,1
Took,1
body?,1
NO!,1
mine!,1
strides,1
"pills,",1
groceries.,1
yanks,1
carried,1
"unconsciousness,",1
coming...,1
shit-hole.,1
beat,1
bows,1
fate...,1
hump,1
Reaching,1
pocket...,1
care?,1
"sick,",1
"no,",1
Made,1
"suddenly,",1
STABBING,1
stomach...,1
"ROARS,",1
pitching,1
clatters,1
hands...,1
"shut,",1
ball.,1
fleeing,1
TIRES,1
SCREECHING.,1
what's,1
"chase,",1
WINDSHIELD:,1
"driveway,",1
driveway...,1
accelerates,1
"running,",1
"roadway,",1
FIRING,1
SNAPS.,1
BACKING...,1
"chain,",1
bumper,1
"angling,",1
BULLETS,1
SLAM,1
reverse...,1
"Lodge.""",1
Motor,1
WINDOWS.,1
"speed,",1
"""Big",1
"turn,",1
paint:,1
peeled,1
neon,1
BURNING,1
"keys,",1
"daylight,",1
shoved,1
REGISTRATION,1
gagged.,1
Eddie!,1
running...,1
unlocks,1
PASSES.,1
(pulls,1
HEADLIGHTS,1
hammer),1
swear,1
Christ,1
stomach.,1
unbroken.,1
bullet.,1
apart.,1
boarded,1
slows.,1
handcuff,1
chain.,1
RIGHT,1
bolts,1
grunt,1
"pain,",1
skeleton.,1
agony,1
burnt-out,1
"ravaged,",1
LEFT,1
wings,1
attached,1
again...,1
woods.,1
ROARING.,1
pussy.,1
holsters,1
thrown,1
trigger...,1
trembling...,1
wrist,1
muster,1
unsure...,1
"terrified,",1
"cuff,",1
screeching,1
hatred,1
hammer...,1
"forehead,",1
handle,1
bury,1
"yourself,",1
sheathed,1
Our,1
Dig,1
registered,1
Kill,1
unsheathes,1
THROWS...,1
THUNK!,1
"defiant,",1
enough?,1
imbeds,1
hilt,1
defenseless,1
bay...,1
brandishes,1
going?,1
ankles,1
angle,1
Anne...,1
trio,1
remember.,1
"remember,",1
Thomas.,1
Mathews?,1
afraid...,1
"ear,",1
"himself,",1
Everything's,1
"of,",1
"guts,",1
tough,1
numbers.,1
guy?,1
sky.,1
"hood,",1
end.,1
wit's,1
"shaken,",1
betrayed,1
pussy!,1
rips,1
are!,1
bound.,1
securely,1
edges,1
"tape,",1
Aren't,1
flies,1
curls,1
"blindly,",1
burying,1
"forwards,",1
still.,1
where.,1
somewhere.,1
forest),1
gasp,1
shudder,1
body;,1
rattle.,1
practically,1
zero.,1
"socket,",1
absolute,1
loose,1
cops.,1
deeper,1
clawing,1
mere,1
world?,1
death?,1
ribs...,1
avenge,1
"hero,",1
recoils.,1
Eddies,1
dense,1
"flashlight,",1
"motel,",1
treasure.,1
pace,1
face!,1
"distraught,",1
baby...,1
Almost,1
"it.""",1
"ass,",1
"""felt",1
"watched,",1
bugged,1
stood,1
Easy,1
surprise.,1
easy?,1
"SCREAM,",1
whining,1
misery,1
squirming,1
frantically...,1
furious.,1
gallons,1
pour,1
"dead,",1
flowing,1
maw.,1
Without,1
'em,1
heavy,1
"F.B.I.,",1
"cops,",1
nothing.,1
flashlight,1
RUBBER...,1
rusty,1
features.,1
models.,1
ad,1
Poole's,1
typically,1
sunny,1
"knob,",1
So...,1
pacing...,1
"MIRROR,",1
SHATTERS,1
despairing.,1
cleaned,1
drawers,1
each.,1
posters,1
all?,1
cocksucker.,1
gone...,1
peer,1
"offices,",1
worried.,1
"each,",1
ignoring,1
"STAIRWELL,",1
downstairs...,1
Yeah.,1
hill.,1
HOUSE.,1
hook,1
entrepreneur,1
glitters,1
Airplanes,1
"classifieds,",1
KENNEDY,1
"words,",1
come.,1
overwhelmed.,1
encircled,1
"DRAWERS,",1
pillows,1
blankets,1
POUNDS,1
bleeding.,1
balcony,1
stay.,1
"Guide,",1
wherever,1
cares!,1
nods,1
sky,1
promise.,1
tight.,1
rang,1
"enough,",1
mickey.,1
dropped,1
"test,",1
star.,1
her!,1
knock,1
"do,",1
illuminate,1
roadway.,1
stilts,1
"porch,",1
Misery,1
filthy,1
questions.,1
clip.,1
"palm,",1
bullshit.,1
"DISPOSAL,",1
bore,1
clip,1
DISPOSAL,1
wriggling.,1
GRINDING,1
"NOISE,",1
"straining,",1
returns.,1
dash.,1
"lamp,",1
map,1
GUIDE,1
bedroom.,1
THOMAS,1
"nose,",1
DUCT-TAPED,1
"ankle,",1
dragged,1
unlocked...,1
anywhere.,1
belt,1
gasps,1
choking...,1
undoes,1
pops,1
few.,1
contacts,1
white-knuckling,1
junk,1
loaded,1
knows.,1
TOOLS.,1
"boy,",1
"tools,",1
attitude.,1
change,1
washer,1
"dryer,",1
hurting,1
wired.,1
predictably,1
Machine?,1
"heap,",1
"VIDEOS,",1
"MAGAZINES,",1
DISHES,1
remnants.,1
pattern?,1
hurried.,1
cocksucker...,1
edging,1
recognize,1
startled.,1
Starting,1
knuckles.,1
GUN.,1
"commanded,",1
corners,1
racing.,1
steers,1
"slowing,",1
surveying,1
DOWNSTAIRS,1
southern,1
key,1
unlock,1
lake's,1
TWO-LANE,1
SLIDING,1
GLASS,1
bedroom's,1
wilderness,1
Lake,1
removes,1
wire-mesh,1
BUGGING,1
DEVICE.,1
cordless,1
MOUNTAINS.,1
receiver,1
discovers,1
BERNADINO,1
BUG.,1
SAN,1
forested,1
"scenic,",1
BUGS,1
crushes,1
foot.,1
RINGS,1
"shrubbery,",1
"backyard,",1
"startled,",1
shore.,1
gravel,1
"HOME,",1
hasn't,1
slept.,1
Listen,1
carefully..,1
been...,1
caked,1
dried,1
listen.,1
wrong?,1
explain.,1
hours.,1
on?,1
scared.,1
road.,1
border,1
forests,1
DESERTED,1
"freeway,",1
cars.,1
CABINS.,1
NEIGHBORHOOD,1
streets.,1
neighbor's,1
SUMMER,1
"yard,",1
houses...,1
sporadic,1
LOUDLY.,1
serpentines,1
"SILVERWARE,",1
sorry?,1
Guide.,1
explanation.,1
treat,1
call.,1
couldn't.,1
couldn't?,1
"position,",1
me!,1
"don't,",1
anything!,1
hell.,1
voice...,1
quit.,1
son,1
"bitch,",1
idea,1
loose.,1
killing,1
"collar,",1
you?!,1
Amy...,1
Forgive,1
grasp,1
KNIFE...,1
STEAK,1
calling?,1
witness.,1
paper...,1
serrated,1
think?,1
phone?,1
winding,1
called?,1
jitters.,1
RINGING,1
Honey...,1
stiffens.,1
rough,1
MOUNTAIN,1
sweet,1
Angeles,1
Walk,1
"Pasadena,",1
Pack,1
"bags,",1
hide.,1
"lucky,",1
east,1
CHIRP.,1
live.,1
I?,1
"highway,",1
"embrace,",1
kissing.,1
damaged,1
SPEEDS,1
worried...,1
happened?,1
134,1
can't.,1
"map,",1
comfort,1
inch...,1
(struggling),1
shaky...,1
person?,1
holster...,1
Slowly.,1
Let,1
telephone,1
"pen,",1
direction,1
hold.,1
address...,1
cunt!,1
"stabbing,",1
report,1
bogus,1
closer.,1
Poole.,1
him?,1
filed,1
"we,",1
handcuffs.,1
Handcuff,1
acne.,1
bed's,1
attentive.,1
fastens,1
"listening,",1
"track,",1
wrist.,1
bow,1
arrow.,1
(still,1
"searching,",1
desk...,1
Light,1
firearms,1
Queens.,1
blooms,1
blade,1
"Astoria,",1
"widens,",1
Street.,1
"late,",1
Fifth,1
"fifteen,",1
"pure,",1
Thirty-,1
damage.,1
CLATTER,1
attracts,1
upwards.,1
silhouetted,1
"sunlight,",1
"Ah,",1
Higgins.,1
Christopher,1
ours,1
guests,1
arrived.,1
giant.,1
"wary,",1
"taunt,",1
target...,1
"(sits,",1
yes.,1
weary.,1
Didn't,1
QUEENS,1
dialing,1
conscious.,1
yanked,1
cross,1
"inches,",1
heavy.,1
Friend,1
acne,1
Sorrow,1
rage,1
city...,1
"guy,",1
cooperative.,1
company.,1
HANDCUFF,1
"KEYS,",1
"carefully,",1
questionable,1
"builder,",1
body-,1
weapon,1
ideas.,1
fey,1
dead...,1
guy;,1
dirtbag...,1
SHOVE,1
hours?,1
forty-eight,1
"walks,",1
hardly,1
"gagged,",1
pins,1
"swollen,",1
needles.,1
lo,1
"behold,",1
acquaintance,1
"lawyer,",1
wound.,1
wheel,1
hospital,1
fucker?,1
"Motherfucker,",1
BOOK'S,1
(listen),1
acne...,1
frisking,1
toe.,1
HANDGUN,1
"afraid,",1
sore,1
sticks,1
Fine,1
idea.,1
received,1
efficient,1
incentive...,1
sharp,1
WHISTLE.,1
Across,1
"bloody,",1
number.,1
fooled.,1
quiet,1
thinking?,1
u-turn.,1
crumbling,1
concrete,1
"windows,",1
"MAILBOX,",1
LOADING,1
DOCK,1
glasses.,1
adjust,1
"cane,",1
darkness,1
looms,1
WOMAN.,1
powder,1
HAIRED,1
archery,1
GREY,1
BOW,1
ARROW.,1
watches...,1
slowing.,1
wrought,1
lower.,1
"mattress,",1
harness,1
mirror...,1
"courage,",1
barrel.,1
QUIVER,1
ARROWS,1
"yawns,",1
TWO-STORY,1
"barrel,",1
watchful.,1
"calms,",1
goods,1
confused.,1
awakens,1
lightly.,1
services.,1
fallen,1
breaking.,1
Dawn,1
"cheek,",1
Look...,1
candles,1
generous,1
plate,1
"view,",1
driver.,1
President.,1
Whatever.,1
forearms.,1
"bulk,",1
setting,1
see.,1
seat...,1
"deserted,",1
war,1
zone,1
"abandoned,",1
graffittied,1
awake.,1
scraping,1
slides,1
Flesh,1
sidewalk.,1
Hmm?,1
FLAMINGOS,1
PINK,1
"underneath,",1
knifes?,1
props.,1
"Nice,",1
"quaint,",1
siding,1
they?,1
aluminum,1
"belt,",1
fascinated,1
parallel,1
sharp.,1
groups.,1
uniforms,1
fenced,1
"quiver,",1
cueing,1
bow.,1
nothingness,1
yards,1
minimum,1
"effort,",1
non-intrusive.,1
"neighbor,",1
"affairs,",1
residential,1
knifes),1
sweating.,1
TARGET...,1
rearview,1
Strikes,1
target,1
BULL'S-EYE.,1
"closer,",1
16MM,1
"TRIPOD,",1
steering,1
HANDCUFFS...,1
approaches...,1
Keeping,1
"packaging,",1
wrap,1
firing,1
shrink,1
"FILE,",1
BAG,1
bloodshot,1
money?,1
cautionary,1
(takes,1
envelope),1
Right,1
fly,1
arrow...,1
"bull's-eye,",1
smile.,1
women?,1
minute.,1
envelope,1
(watching,1
go),1
hurry.,1
FAINTER,1
Leave,1
kidney.,1
DARKNESS,1
TOTAL,1
punch,1
"fist,",1
fuck...,1
BIRDS.,1
promised,1
towers,1
FOREST.,1
first.,1
tears...,1
lighter,1
fluid,1
agonizing...,1
SOUNDS,1
sprays,1
head...,1
fear...,1
butt...,1
"fluid,",1
grasped,1
raising,1
"enraged,",1
falls...,1
"quaking,",1
"hysterical,",1
hinge,1
LOUDER,1
"shock,",1
"determined,",1
steadying,1
siphoning,1
"HOSE,",1
